Airline,Source,Destination,Total_Stops,Price,Year,Total_duration,Dep_time_of_day,Arrival_time_of_day
Vistara,Kolkata,Banglore,1,8452,2019,1065,Evening,Morning
Jet Airways,Delhi,Cochin,1,18371,2019,620,Night,Afternoon
SpiceJet,Mumbai,Hyderabad,0,1965,2019,90,Afternoon,Afternoon
Jet Airways,Delhi,Cochin,2,10368,2019,1025,Evening,Afternoon
Jet Airways,Kolkata,Banglore,1,11467,2019,1295,Evening,Evening
Jet Airways,Kolkata,Banglore,1,14781,2019,730,Afternoon,Night
Air India,Mumbai,Hyderabad,1,9535,2019,780,Evening,Morning
Air India,Mumbai,Hyderabad,0,2050,2019,80,Evening,Night
Jet Airways,Delhi,Cochin,2,10368,2019,535,Evening,Night
Jet Airways,Kolkata,Banglore,1,10031,2019,850,Morning,Night
SpiceJet,Kolkata,Banglore,0,4491,2019,145,Morning,Morning
Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Evening
SpiceJet,Banglore,New Delhi,1,11401,2019,475,Morning,Evening
IndiGo,Chennai,Kolkata,0,3597,2019,140,Afternoon,Evening
Vistara,Kolkata,Banglore,1,7927,2019,965,Evening,Morning
SpiceJet,Kolkata,Banglore,0,4174,2019,145,Morning,Morning
Air India,Kolkata,Banglore,1,10203,2019,555,Morning,Afternoon
Vistara,Kolkata,Banglore,1,8610,2019,790,Morning,Evening
Jet Airways,Banglore,Delhi,0,5769,2019,175,Afternoon,Evening
IndiGo,Kolkata,Banglore,0,5644,2019,155,Morning,Afternoon
Jet Airways,Banglore,Delhi,0,5769,2019,180,Morning,Morning
Jet Airways,Banglore,Delhi,0,7229,2019,165,Morning,Morning
IndiGo,Kolkata,Banglore,1,4226,2019,240,Morning,Morning
IndiGo,Banglore,New Delhi,1,4588,2019,300,Afternoon,Evening
Jet Airways,Mumbai,Hyderabad,0,4995,2019,90,Morning,Morning
Jet Airways,Delhi,Cochin,1,5406,2019,1145,Evening,Afternoon
SpiceJet,Kolkata,Banglore,0,3873,2019,150,Evening,Evening
Jet Airways,Delhi,Cochin,1,17024,2019,440,Morning,Evening
SpiceJet,Delhi,Cochin,1,5158,2019,270,Morning,Afternoon
Jet Airways,Mumbai,Hyderabad,0,8040,2019,90,Morning,Morning
Jet Airways,Kolkata,Banglore,1,10844,2019,635,Night,Afternoon
Air India,Chennai,Kolkata,0,4667,2019,135,Morning,Afternoon
Jet Airways,Mumbai,Hyderabad,0,5678,2019,90,Evening,Evening
Air India,Kolkata,Banglore,2,12513,2019,875,Night,Evening
Jet Airways,Banglore,Delhi,0,8016,2019,180,Morning,Morning
SpiceJet,Chennai,Kolkata,0,3543,2019,140,Evening,Evening
Jet Airways,Delhi,Cochin,1,5963,2019,655,Evening,Night
Jet Airways,Kolkata,Banglore,1,14781,2019,475,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,12373,2019,1655,Morning,Afternoon
Jet Airways,Mumbai,Hyderabad,0,3210,2019,90,Evening,Evening
Jet Airways,Banglore,New Delhi,1,9134,2019,760,Night,Evening
Jet Airways,Delhi,Cochin,2,10919,2019,830,Afternoon,Night
IndiGo,Mumbai,Hyderabad,0,4575,2019,90,Morning,Morning
IndiGo,Delhi,Cochin,0,5601,2019,195,Night,Morning
Jet Airways,Kolkata,Banglore,1,14151,2019,395,Evening,Night
Air India,Kolkata,Banglore,2,10151,2019,1195,Afternoon,Morning
Vistara,Banglore,Delhi,0,5403,2019,170,Morning,Afternoon
IndiGo,Delhi,Cochin,1,6147,2019,345,Night,Morning
IndiGo,Kolkata,Banglore,0,4804,2019,150,Afternoon,Afternoon
Multiple carriers,Delhi,Cochin,1,8371,2019,620,Morning,Evening
Jet Airways,Delhi,Cochin,2,13014,2019,535,Evening,Night
Air Asia,Banglore,Delhi,0,3383,2019,170,Night,Morning
SpiceJet,Chennai,Kolkata,0,7298,2019,140,Evening,Evening
Jet Airways,Banglore,Delhi,0,4544,2019,180,Morning,Morning
Multiple carriers,Delhi,Cochin,1,15147,2019,395,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,10782,2019,900,Night,Evening
IndiGo,Delhi,Cochin,1,6027,2019,290,Afternoon,Evening
Air India,Delhi,Cochin,1,6681,2019,1565,Morning,Morning
IndiGo,Banglore,Delhi,0,3943,2019,170,Night,Night
Jet Airways,Delhi,Cochin,1,12898,2019,885,Evening,Afternoon
IndiGo,Delhi,Cochin,1,6628,2019,415,Evening,Night
Air India,Delhi,Cochin,1,5022,2019,1590,Evening,Night
Air India,Delhi,Cochin,2,12698,2019,1470,Morning,Morning
Air Asia,Delhi,Cochin,1,10794,2019,625,Evening,Morning
IndiGo,Delhi,Cochin,1,6416,2019,575,Morning,Evening
SpiceJet,Kolkata,Banglore,0,4622,2019,140,Night,Night
IndiGo,Banglore,Delhi,0,3943,2019,170,Afternoon,Afternoon
Air Asia,Kolkata,Banglore,0,4508,2019,150,Evening,Night
Vistara,Kolkata,Banglore,1,8452,2019,930,Morning,Night
Air India,Kolkata,Banglore,2,13437,2019,970,Afternoon,Morning
Vistara,Chennai,Kolkata,0,11982,2019,140,Evening,Evening
Jet Airways,Kolkata,Banglore,1,10844,2019,1025,Evening,Afternoon
Jet Airways,Delhi,Cochin,1,14714,2019,300,Afternoon,Evening
IndiGo,Delhi,Cochin,1,6093,2019,860,Morning,Evening
IndiGo,Delhi,Cochin,1,5307,2019,505,Night,Afternoon
GoAir,Delhi,Cochin,1,10188,2019,310,Afternoon,Evening
Jet Airways,Kolkata,Banglore,1,14571,2019,735,Evening,Morning
Jet Airways,Delhi,Cochin,2,10976,2019,555,Evening,Night
Jet Airways,Kolkata,Banglore,1,10844,2019,590,Morning,Afternoon
IndiGo,Kolkata,Banglore,0,4488,2019,155,Evening,Night
Air India,Delhi,Cochin,1,8582,2019,1215,Night,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,1010,Evening,Afternoon
Vistara,Kolkata,Banglore,1,8662,2019,1065,Evening,Morning
Jet Airways,Mumbai,Hyderabad,0,2071,2019,90,Afternoon,Evening
Jet Airways,Banglore,New Delhi,1,11087,2019,980,Night,Afternoon
Air India,Banglore,Delhi,0,5228,2019,170,Evening,Night
Jet Airways,Kolkata,Banglore,1,12996,2019,590,Morning,Afternoon
Jet Airways,Banglore,New Delhi,1,16736,2019,900,Morning,Night
Jet Airways,Kolkata,Banglore,1,13941,2019,910,Evening,Morning
Air India,Banglore,New Delhi,1,9166,2019,500,Afternoon,Night
Air India,Delhi,Cochin,1,12677,2019,1535,Night,Morning
Air India,Chennai,Kolkata,0,4405,2019,135,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,12121,2019,840,Morning,Night
Air India,Banglore,Delhi,0,6121,2019,170,Evening,Night
Jet Airways,Kolkata,Banglore,1,14388,2019,1495,Morning,Morning
Jet Airways,Kolkata,Banglore,1,11467,2019,870,Evening,Morning
Jet Airways,Banglore,New Delhi,1,13817,2019,780,Evening,Morning
Air India,Mumbai,Hyderabad,0,3100,2019,75,Evening,Evening
Multiple carriers,Delhi,Cochin,1,8266,2019,455,Morning,Evening
Jet Airways,Kolkata,Banglore,1,13759,2019,1660,Evening,Night
IndiGo,Banglore,Delhi,0,3943,2019,170,Night,Night
Multiple carriers,Delhi,Cochin,1,12327,2019,440,Evening,Night
IndiGo,Mumbai,Hyderabad,0,4049,2019,90,Morning,Morning
SpiceJet,Banglore,Delhi,0,3573,2019,175,Evening,Night
Air Asia,Kolkata,Banglore,0,4409,2019,150,Evening,Night
Air India,Delhi,Cochin,2,6565,2019,1580,Morning,Morning
IndiGo,Kolkata,Banglore,0,4174,2019,160,Evening,Night
Jet Airways,Banglore,Delhi,0,4030,2019,180,Morning,Morning
Air Asia,Kolkata,Banglore,0,4082,2019,155,Morning,Afternoon
Air India,Kolkata,Banglore,2,6117,2019,1555,Morning,Morning
Jet Airways,Banglore,New Delhi,1,6163,2019,390,Night,Afternoon
Jet Airways,Delhi,Cochin,1,6540,2019,745,Afternoon,Night
SpiceJet,Kolkata,Banglore,1,4649,2019,315,Afternoon,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,1270,Evening,Evening
Vistara,Banglore,Delhi,0,5613,2019,165,Evening,Night
IndiGo,Banglore,New Delhi,0,6144,2019,180,Morning,Morning
Jet Airways,Kolkata,Banglore,1,13067,2019,1745,Evening,Night
Multiple carriers,Delhi,Cochin,1,7198,2019,930,Morning,Night
Jet Airways,Kolkata,Banglore,1,13941,2019,425,Afternoon,Night
Jet Airways,Delhi,Cochin,2,10368,2019,1125,Morning,Night
SpiceJet,Chennai,Kolkata,0,3543,2019,135,Morning,Morning
IndiGo,Kolkata,Banglore,0,4462,2019,160,Evening,Night
Air India,Kolkata,Banglore,2,8005,2019,470,Night,Afternoon
Jet Airways,Kolkata,Banglore,1,7064,2019,1660,Evening,Night
Jet Airways,Kolkata,Banglore,1,12121,2019,1480,Evening,Evening
Air India,Delhi,Cochin,2,8918,2019,435,Afternoon,Evening
Air India,Kolkata,Banglore,1,8891,2019,745,Morning,Evening
Air India,Kolkata,Banglore,1,10203,2019,375,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,8073,2019,480,Afternoon,Evening
IndiGo,Delhi,Cochin,1,11237,2019,370,Afternoon,Night
Jet Airways,Delhi,Cochin,2,13376,2019,1300,Morning,Night
Multiple carriers,Delhi,Cochin,1,6513,2019,920,Morning,Night
Jet Airways,Kolkata,Banglore,1,13731,2019,585,Evening,Night
Jet Airways,Kolkata,Banglore,1,7064,2019,1430,Evening,Evening
Jet Airways,Banglore,New Delhi,1,16736,2019,805,Night,Evening
Jet Airways,Kolkata,Banglore,1,8586,2019,845,Evening,Morning
Multiple carriers,Delhi,Cochin,1,11789,2019,780,Morning,Evening
IndiGo,Kolkata,Banglore,0,5224,2019,155,Morning,Afternoon
IndiGo,Delhi,Cochin,0,6834,2019,195,Evening,Night
IndiGo,Delhi,Cochin,1,6316,2019,570,Afternoon,Night
Jet Airways,Delhi,Cochin,2,11869,2019,1925,Morning,Evening
Air Asia,Kolkata,Banglore,0,4384,2019,150,Night,Night
IndiGo,Kolkata,Banglore,0,5644,2019,150,Afternoon,Afternoon
Air India,Delhi,Cochin,2,19681,2019,1380,Evening,Evening
Multiple carriers,Delhi,Cochin,1,13377,2019,930,Morning,Night
Multiple carriers,Delhi,Cochin,2,10090,2019,695,Morning,Evening
Jet Airways,Mumbai,Hyderabad,2,20845,2019,1380,Evening,Afternoon
Vistara,Banglore,Delhi,0,4878,2019,155,Evening,Evening
IndiGo,Mumbai,Hyderabad,0,2227,2019,90,Evening,Night
IndiGo,Delhi,Cochin,1,6442,2019,515,Morning,Afternoon
SpiceJet,Banglore,Delhi,0,3257,2019,175,Evening,Night
Jet Airways,Banglore,Delhi,0,7229,2019,165,Morning,Morning
Air India,Kolkata,Banglore,2,15164,2019,1035,Evening,Afternoon
IndiGo,Banglore,New Delhi,0,10067,2019,170,Morning,Afternoon
Air India,Delhi,Cochin,0,5674,2019,180,Afternoon,Evening
Jet Airways,Banglore,New Delhi,1,20800,2019,1220,Afternoon,Morning
IndiGo,Delhi,Cochin,1,7144,2019,940,Morning,Night
Air India,Delhi,Cochin,0,6094,2019,170,Night,Morning
Jet Airways,Mumbai,Hyderabad,0,4050,2019,90,Morning,Morning
SpiceJet,Chennai,Kolkata,0,3859,2019,135,Morning,Afternoon
Jet Airways,Delhi,Cochin,2,11664,2019,1950,Morning,Evening
Multiple carriers,Delhi,Cochin,2,7731,2019,850,Morning,Evening
Jet Airways,Kolkata,Banglore,1,12692,2019,575,Morning,Evening
Air India,Delhi,Cochin,2,11307,2019,1210,Afternoon,Morning
Jet Airways,Kolkata,Banglore,1,8586,2019,450,Evening,Night
IndiGo,Banglore,New Delhi,1,5746,2019,245,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,13378,2019,675,Morning,Evening
Air India,Banglore,New Delhi,0,7486,2019,165,Evening,Evening
SpiceJet,Chennai,Kolkata,0,7298,2019,155,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,7005,2019,560,Morning,Evening
IndiGo,Kolkata,Banglore,0,4804,2019,155,Evening,Evening
IndiGo,Delhi,Cochin,1,16162,2019,490,Night,Afternoon
IndiGo,Banglore,Delhi,0,3419,2019,175,Night,Night
Air Asia,Kolkata,Banglore,2,5192,2019,500,Afternoon,Night
Air Asia,Kolkata,Banglore,0,4409,2019,155,Morning,Afternoon
Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
IndiGo,Banglore,New Delhi,1,5397,2019,295,Afternoon,Evening
Jet Airways,Delhi,Cochin,1,6542,2019,300,Afternoon,Evening
GoAir,Delhi,Cochin,1,5281,2019,535,Morning,Evening
Multiple carriers,Delhi,Cochin,1,8266,2019,385,Afternoon,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,300,Afternoon,Evening
Vistara,Kolkata,Banglore,1,11105,2019,1445,Evening,Evening
Jet Airways,Banglore,Delhi,0,4544,2019,180,Morning,Morning
Air India,Kolkata,Banglore,0,4960,2019,150,Afternoon,Afternoon
Jet Airways,Banglore,New Delhi,1,16736,2019,1210,Morning,Night
Multiple carriers,Delhi,Cochin,1,13377,2019,930,Morning,Night
SpiceJet,Mumbai,Hyderabad,0,2227,2019,90,Afternoon,Afternoon
Air India,Mumbai,Hyderabad,0,3100,2019,80,Morning,Morning
Air India,Mumbai,Hyderabad,0,3100,2019,80,Evening,Night
SpiceJet,Kolkata,Banglore,0,3873,2019,155,Morning,Morning
IndiGo,Mumbai,Hyderabad,0,5232,2019,90,Evening,Evening
Jet Airways,Banglore,Delhi,0,3359,2019,185,Evening,Night
IndiGo,Delhi,Cochin,1,7725,2019,265,Morning,Afternoon
Air India,Banglore,New Delhi,0,4441,2019,170,Evening,Night
Jet Airways,Kolkata,Banglore,1,8529,2019,775,Evening,Morning
Multiple carriers,Delhi,Cochin,1,14973,2019,560,Night,Afternoon
Jet Airways,Kolkata,Banglore,1,14571,2019,685,Morning,Evening
SpiceJet,Banglore,Delhi,0,3257,2019,175,Evening,Night
Jet Airways,Banglore,New Delhi,1,11087,2019,365,Afternoon,Night
SpiceJet,Kolkata,Banglore,0,3873,2019,155,Morning,Morning
SpiceJet,Banglore,Delhi,0,4423,2019,170,Morning,Afternoon
Air India,Delhi,Cochin,2,11753,2019,1245,Morning,Morning
Jet Airways,Kolkata,Banglore,1,14571,2019,425,Afternoon,Night
Multiple carriers,Delhi,Cochin,1,8475,2019,900,Morning,Evening
Jet Airways,Kolkata,Banglore,1,13941,2019,845,Evening,Morning
Jet Airways,Delhi,Cochin,1,16079,2019,1395,Evening,Evening
Multiple carriers,Delhi,Cochin,1,13399,2019,890,Night,Evening
Jet Airways,Delhi,Cochin,1,14714,2019,540,Morning,Evening
Air Asia,Banglore,Delhi,0,3383,2019,165,Morning,Afternoon
Jet Airways,Banglore,New Delhi,1,22270,2019,1090,Afternoon,Morning
Vistara,Chennai,Kolkata,0,5944,2019,135,Morning,Morning
Jet Airways,Kolkata,Banglore,1,9663,2019,800,Evening,Morning
Multiple carriers,Delhi,Cochin,1,7740,2019,560,Morning,Evening
Air India,Kolkata,Banglore,1,7211,2019,1605,Evening,Night
Jet Airways,Banglore,Delhi,0,7229,2019,185,Evening,Night
IndiGo,Kolkata,Banglore,0,4174,2019,155,Morning,Afternoon
Air India,Kolkata,Banglore,0,5170,2019,150,Afternoon,Afternoon
Multiple carriers,Delhi,Cochin,1,15135,2019,580,Morning,Evening
SpiceJet,Kolkata,Banglore,1,4649,2019,315,Afternoon,Evening
Vistara,Banglore,Delhi,0,4668,2019,160,Morning,Morning
Air India,Delhi,Cochin,1,7480,2019,765,Evening,Morning
Air India,Banglore,Delhi,0,6121,2019,165,Evening,Evening
Jet Airways,Delhi,Cochin,2,15129,2019,1195,Night,Evening
Air India,Kolkata,Banglore,1,7452,2019,675,Morning,Evening
Jet Airways,Kolkata,Banglore,1,10539,2019,1520,Morning,Morning
IndiGo,Banglore,New Delhi,0,7648,2019,170,Night,Night
SpiceJet,Banglore,New Delhi,0,3925,2019,175,Morning,Afternoon
IndiGo,Chennai,Kolkata,0,3597,2019,140,Afternoon,Afternoon
Jet Airways,Kolkata,Banglore,1,8586,2019,910,Evening,Morning
Air India,Delhi,Cochin,2,13591,2019,1580,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,9646,2019,545,Morning,Afternoon
Vistara,Banglore,Delhi,0,4668,2019,170,Morning,Afternoon
Air India,Kolkata,Banglore,1,10203,2019,625,Morning,Evening
Air India,Banglore,New Delhi,1,7932,2019,385,Morning,Afternoon
Air India,Kolkata,Banglore,1,7893,2019,905,Afternoon,Morning
Jet Airways,Delhi,Cochin,2,13029,2019,810,Night,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,1655,Morning,Afternoon
IndiGo,Kolkata,Banglore,1,3574,2019,265,Evening,Night
Air Asia,Delhi,Cochin,1,8759,2019,870,Morning,Night
Jet Airways,Banglore,New Delhi,1,13502,2019,1420,Morning,Morning
Air India,Kolkata,Banglore,1,6528,2019,1440,Afternoon,Afternoon
Jet Airways,Delhi,Cochin,1,6017,2019,800,Afternoon,Night
Vistara,Banglore,Delhi,0,5613,2019,165,Evening,Night
Jet Airways,Mumbai,Hyderabad,0,8040,2019,90,Morning,Morning
IndiGo,Banglore,New Delhi,0,5694,2019,170,Night,Morning
Jet Airways,Delhi,Cochin,1,12898,2019,1530,Evening,Evening
Air Asia,Kolkata,Banglore,1,5192,2019,710,Morning,Evening
Jet Airways,Delhi,Cochin,1,14714,2019,1680,Afternoon,Evening
Jet Airways,Banglore,New Delhi,1,13817,2019,1035,Night,Night
Jet Airways,Delhi,Cochin,1,14714,2019,600,Morning,Evening
IndiGo,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
Air India,Banglore,Delhi,0,6121,2019,170,Afternoon,Afternoon
Air India,Kolkata,Banglore,2,11642,2019,765,Afternoon,Night
Jet Airways,Delhi,Cochin,1,15764,2019,745,Afternoon,Night
IndiGo,Kolkata,Banglore,0,4804,2019,155,Night,Morning
Air India,Delhi,Cochin,2,13223,2019,500,Morning,Evening
IndiGo,Chennai,Kolkata,0,3858,2019,145,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,6795,2019,910,Morning,Night
Air Asia,Delhi,Cochin,1,8327,2019,330,Afternoon,Night
Air India,Delhi,Cochin,1,8907,2019,810,Morning,Night
IndiGo,Kolkata,Banglore,1,7095,2019,320,Afternoon,Evening
Air India,Delhi,Cochin,1,6902,2019,640,Evening,Morning
Jet Airways,Delhi,Cochin,2,13029,2019,1025,Evening,Afternoon
Air India,Delhi,Cochin,1,8372,2019,555,Morning,Evening
Jet Airways,Kolkata,Banglore,1,10844,2019,685,Morning,Evening
Air Asia,Kolkata,Banglore,0,4384,2019,150,Evening,Night
Jet Airways,Kolkata,Banglore,1,12121,2019,750,Morning,Night
Jet Airways,Kolkata,Banglore,1,11467,2019,1730,Morning,Afternoon
IndiGo,Banglore,New Delhi,0,6860,2019,175,Evening,Night
Air India,Delhi,Cochin,1,11241,2019,555,Morning,Evening
Jet Airways,Kolkata,Banglore,1,13759,2019,1495,Evening,Evening
IndiGo,Kolkata,Banglore,1,4226,2019,220,Evening,Night
IndiGo,Delhi,Cochin,1,9274,2019,570,Afternoon,Night
Multiple carriers,Delhi,Cochin,1,12192,2019,660,Morning,Evening
IndiGo,Kolkata,Banglore,0,4804,2019,165,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,10262,2019,1505,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,10262,2019,1415,Afternoon,Afternoon
IndiGo,Mumbai,Hyderabad,0,3175,2019,90,Afternoon,Evening
Jet Airways,Delhi,Cochin,1,12898,2019,1145,Evening,Afternoon
Jet Airways,Delhi,Cochin,0,9564,2019,195,Morning,Afternoon
Air India,Kolkata,Banglore,2,15187,2019,1365,Morning,Morning
Air India,Kolkata,Banglore,2,12802,2019,1700,Morning,Afternoon
IndiGo,Kolkata,Banglore,0,4804,2019,155,Morning,Afternoon
SpiceJet,Chennai,Kolkata,0,6300,2019,140,Evening,Evening
SpiceJet,Kolkata,Banglore,0,3873,2019,150,Evening,Evening
IndiGo,Kolkata,Banglore,0,5224,2019,155,Evening,Evening
Air India,Banglore,Delhi,0,5228,2019,170,Evening,Night
Air India,Mumbai,Hyderabad,1,8065,2019,1440,Morning,Morning
Air India,Banglore,Delhi,0,4441,2019,170,Evening,Night
Multiple carriers,Delhi,Cochin,1,7354,2019,520,Morning,Evening
Air India,Delhi,Cochin,0,6094,2019,170,Night,Morning
Jet Airways,Kolkata,Banglore,1,7064,2019,960,Evening,Afternoon
Jet Airways,Delhi,Cochin,2,13292,2019,1130,Morning,Night
Jet Airways,Delhi,Cochin,2,7791,2019,1925,Morning,Evening
Air India,Delhi,Cochin,1,7480,2019,1255,Afternoon,Morning
IndiGo,Kolkata,Banglore,1,5069,2019,290,Morning,Afternoon
SpiceJet,Banglore,Delhi,0,3257,2019,170,Morning,Afternoon
Jet Airways,Delhi,Cochin,2,16704,2019,1430,Evening,Evening
Air India,Kolkata,Banglore,2,11432,2019,895,Morning,Night
Air India,Mumbai,Hyderabad,0,4307,2019,80,Evening,Night
Jet Airways,Delhi,Cochin,2,13029,2019,1025,Evening,Afternoon
Air India,Mumbai,Hyderabad,0,3100,2019,85,Afternoon,Afternoon
Jet Airways,Kolkata,Banglore,1,10031,2019,1610,Evening,Night
SpiceJet,Kolkata,Banglore,0,3841,2019,155,Morning,Morning
Jet Airways,Banglore,Delhi,0,4030,2019,180,Evening,Night
Air India,Delhi,Cochin,2,10441,2019,1275,Night,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,450,Morning,Evening
Jet Airways,Banglore,Delhi,0,7229,2019,175,Morning,Afternoon
IndiGo,Banglore,New Delhi,0,8033,2019,170,Afternoon,Afternoon
IndiGo,Delhi,Cochin,1,6818,2019,425,Night,Afternoon
Multiple carriers,Delhi,Cochin,1,7485,2019,735,Morning,Evening
SpiceJet,Banglore,Delhi,0,3971,2019,170,Morning,Afternoon
SpiceJet,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
Jet Airways,Mumbai,Hyderabad,0,5678,2019,90,Night,Night
Air India,Kolkata,Banglore,1,8366,2019,1350,Morning,Morning
Air India,Delhi,Cochin,2,11753,2019,500,Morning,Evening
SpiceJet,Kolkata,Banglore,0,3841,2019,140,Night,Night
Vistara,Kolkata,Banglore,1,9345,2019,385,Evening,Night
Air India,Kolkata,Banglore,2,15107,2019,1105,Afternoon,Morning
Multiple carriers,Delhi,Cochin,1,9646,2019,925,Morning,Night
Jet Airways,Delhi,Cochin,1,10262,2019,1280,Morning,Night
Jet Airways,Delhi,Cochin,2,8456,2019,555,Evening,Night
SpiceJet,Kolkata,Banglore,0,3841,2019,140,Night,Night
Multiple carriers,Delhi,Cochin,1,12537,2019,375,Morning,Afternoon
IndiGo,Kolkata,Banglore,0,4804,2019,155,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,7005,2019,640,Morning,Evening
Multiple carriers,Delhi,Cochin,1,13587,2019,835,Morning,Evening
Jet Airways,Mumbai,Hyderabad,0,4050,2019,85,Morning,Morning
IndiGo,Kolkata,Banglore,0,4148,2019,165,Morning,Afternoon
IndiGo,Chennai,Kolkata,0,3850,2019,145,Night,Morning
IndiGo,Banglore,Delhi,0,4591,2019,165,Night,Night
Jet Airways,Banglore,Delhi,0,8016,2019,180,Evening,Evening
IndiGo,Kolkata,Banglore,0,4804,2019,150,Afternoon,Evening
Jet Airways,Kolkata,Banglore,1,13941,2019,1590,Night,Morning
IndiGo,Delhi,Cochin,1,7006,2019,860,Morning,Evening
Jet Airways,Banglore,New Delhi,1,11087,2019,525,Night,Morning
IndiGo,Delhi,Cochin,1,5647,2019,320,Morning,Afternoon
IndiGo,Delhi,Cochin,1,8745,2019,305,Night,Night
Jet Airways,Banglore,Delhi,0,8016,2019,165,Morning,Morning
Jet Airways,Delhi,Cochin,0,7202,2019,195,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,5963,2019,1610,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,9646,2019,765,Morning,Night
Air India,Mumbai,Hyderabad,0,3100,2019,90,Afternoon,Afternoon
IndiGo,Kolkata,Banglore,0,4148,2019,155,Afternoon,Evening
IndiGo,Banglore,Delhi,0,4823,2019,175,Evening,Evening
SpiceJet,Kolkata,Banglore,0,3841,2019,150,Evening,Evening
Jet Airways,Delhi,Cochin,2,13014,2019,560,Morning,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,1570,Night,Night
Air India,Mumbai,Hyderabad,0,2575,2019,80,Evening,Night
Jet Airways,Banglore,New Delhi,1,19225,2019,435,Morning,Afternoon
IndiGo,Kolkata,Banglore,0,4174,2019,155,Evening,Night
GoAir,Delhi,Cochin,1,7870,2019,310,Afternoon,Evening
Air India,Delhi,Cochin,1,7934,2019,375,Afternoon,Evening
Jet Airways,Delhi,Cochin,2,11360,2019,485,Morning,Evening
IndiGo,Delhi,Cochin,1,6442,2019,560,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,10262,2019,450,Evening,Night
Multiple carriers,Delhi,Cochin,1,6732,2019,465,Morning,Evening
Vistara,Banglore,Delhi,0,4668,2019,170,Morning,Afternoon
IndiGo,Delhi,Cochin,1,6258,2019,345,Night,Morning
Multiple carriers,Delhi,Cochin,1,16108,2019,730,Morning,Evening
IndiGo,Delhi,Cochin,1,14871,2019,400,Morning,Afternoon
Air Asia,Banglore,Delhi,0,4483,2019,170,Night,Night
Jet Airways,Kolkata,Banglore,1,8066,2019,1630,Evening,Night
SpiceJet,Kolkata,Banglore,1,9946,2019,435,Morning,Evening
