,Airline,Source,Destination,Total_Stops,Price,Year,Total_duration,Dep_time_of_day,Arrival_time_of_day
6039,Multiple carriers,Delhi,Cochin,2,18485,2019,460,Evening,Night
6040,Air India,Kolkata,Banglore,2,13227,2019,1385,Morning,Morning
6041,IndiGo,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
6042,IndiGo,Kolkata,Banglore,0,4804,2019,150,Afternoon,Evening
6043,IndiGo,Banglore,Delhi,0,4423,2019,165,Morning,Morning
6044,Jet Airways,Delhi,Cochin,1,10262,2019,1295,Afternoon,Afternoon
6045,SpiceJet,Chennai,Kolkata,0,3543,2019,135,Morning,Afternoon
6046,IndiGo,Kolkata,Banglore,0,4174,2019,160,Evening,Night
6047,SpiceJet,Delhi,Cochin,1,7084,2019,375,Afternoon,Night
6048,Air India,Kolkata,Banglore,2,14960,2019,1385,Morning,Morning
6049,Jet Airways,Kolkata,Banglore,1,13339,2019,590,Morning,Afternoon
6050,Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
6051,IndiGo,Delhi,Cochin,1,6818,2019,665,Night,Afternoon
6053,IndiGo,Delhi,Cochin,1,6316,2019,630,Afternoon,Night
6054,Air India,Delhi,Cochin,0,5201,2019,185,Evening,Evening
6055,IndiGo,Delhi,Cochin,1,10958,2019,305,Night,Night
6056,IndiGo,Chennai,Kolkata,0,3858,2019,145,Morning,Afternoon
6057,Jet Airways,Delhi,Cochin,1,10262,2019,360,Afternoon,Evening
6058,Air India,Kolkata,Banglore,1,8996,2019,245,Morning,Afternoon
6060,SpiceJet,Chennai,Kolkata,0,3543,2019,135,Morning,Morning
6061,Multiple carriers,Delhi,Cochin,1,10529,2019,690,Morning,Evening
6062,Jet Airways,Delhi,Cochin,1,7438,2019,995,Night,Evening
6063,Jet Airways,Delhi,Cochin,1,12373,2019,865,Afternoon,Night
6064,IndiGo,Banglore,Delhi,0,4823,2019,175,Morning,Morning
6065,Jet Airways,Banglore,Delhi,0,5769,2019,180,Morning,Morning
6066,Multiple carriers,Delhi,Cochin,1,9042,2019,380,Morning,Afternoon
6067,Air India,Delhi,Cochin,1,4697,2019,965,Evening,Morning
6068,Jet Airways,Kolkata,Banglore,1,10844,2019,345,Afternoon,Evening
6069,Air Asia,Banglore,Delhi,0,8420,2019,170,Night,Morning
6070,Multiple carriers,Delhi,Cochin,1,7563,2019,540,Morning,Afternoon
6071,Air India,Delhi,Cochin,1,7480,2019,765,Evening,Morning
6072,Jet Airways,Banglore,Delhi,0,4030,2019,175,Morning,Afternoon
6073,Multiple carriers,Delhi,Cochin,1,6513,2019,920,Morning,Night
6074,Jet Airways,Kolkata,Banglore,1,8355,2019,435,Morning,Evening
6075,Multiple carriers,Delhi,Cochin,2,16655,2019,625,Afternoon,Night
6076,Jet Airways,Kolkata,Banglore,1,10844,2019,750,Night,Evening
6077,SpiceJet,Kolkata,Banglore,0,3873,2019,150,Evening,Evening
6078,IndiGo,Kolkata,Banglore,0,5224,2019,150,Afternoon,Evening
6079,Jet Airways,Kolkata,Banglore,1,10844,2019,1170,Afternoon,Afternoon
6080,IndiGo,Kolkata,Banglore,0,4778,2019,170,Night,Morning
6081,Jet Airways,Delhi,Cochin,1,16289,2019,1320,Evening,Evening
6082,Air India,Delhi,Cochin,0,5674,2019,170,Night,Morning
6083,Air India,Mumbai,Hyderabad,2,12854,2019,1795,Morning,Morning
6084,Air India,Banglore,New Delhi,1,8425,2019,785,Night,Morning
6086,Multiple carriers,Delhi,Cochin,1,17057,2019,795,Night,Afternoon
6087,Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Night
6088,IndiGo,Delhi,Cochin,1,14871,2019,570,Morning,Evening
6089,Jet Airways,Delhi,Cochin,2,14300,2019,1845,Afternoon,Evening
6090,Jet Airways,Kolkata,Banglore,1,8529,2019,730,Evening,Morning
6091,Multiple carriers,Delhi,Cochin,1,10877,2019,845,Night,Evening
6092,IndiGo,Kolkata,Banglore,1,5386,2019,280,Evening,Night
6093,Multiple carriers,Delhi,Cochin,1,11622,2019,485,Morning,Evening
6094,Multiple carriers,Delhi,Cochin,1,10197,2019,910,Night,Evening
6095,Air Asia,Delhi,Cochin,1,8028,2019,345,Afternoon,Night
6096,IndiGo,Mumbai,Hyderabad,0,2754,2019,90,Afternoon,Afternoon
6097,Air India,Banglore,New Delhi,1,6781,2019,790,Morning,Evening
6098,SpiceJet,Kolkata,Banglore,0,3841,2019,150,Evening,Evening
6099,Multiple carriers,Delhi,Cochin,1,8266,2019,535,Morning,Evening
6100,IndiGo,Banglore,New Delhi,0,6144,2019,175,Morning,Morning
6101,Jet Airways,Banglore,Delhi,0,4544,2019,175,Morning,Afternoon
6102,Jet Airways,Delhi,Cochin,2,14441,2019,425,Night,Afternoon
6103,Air India,Mumbai,Hyderabad,0,3100,2019,80,Evening,Night
6104,Jet Airways,Kolkata,Banglore,1,13067,2019,1080,Evening,Afternoon
6105,Jet Airways,Kolkata,Banglore,1,8529,2019,1720,Evening,Night
6106,IndiGo,Delhi,Cochin,1,6442,2019,455,Morning,Afternoon
6107,Multiple carriers,Delhi,Cochin,1,6480,2019,640,Morning,Evening
6108,Air India,Banglore,New Delhi,1,11003,2019,1490,Morning,Morning
6109,Vistara,Banglore,Delhi,0,4668,2019,170,Evening,Night
6110,Jet Airways,Kolkata,Banglore,1,13941,2019,1330,Morning,Night
6111,Vistara,Kolkata,Banglore,1,8820,2019,700,Morning,Evening
6112,Air India,Delhi,Cochin,1,9064,2019,315,Evening,Night
6113,Jet Airways,Kolkata,Banglore,1,10844,2019,685,Morning,Evening
6114,Jet Airways,Delhi,Cochin,2,15129,2019,810,Night,Evening
6115,Multiple carriers,Delhi,Cochin,1,6513,2019,540,Morning,Afternoon
6116,Jet Airways,Kolkata,Banglore,1,14676,2019,395,Evening,Night
6117,IndiGo,Banglore,Delhi,0,4823,2019,175,Morning,Morning
6118,IndiGo,Kolkata,Banglore,0,4174,2019,150,Afternoon,Evening
6119,Jet Airways,Delhi,Cochin,2,19172,2019,750,Afternoon,Night
6120,SpiceJet,Banglore,Delhi,0,4423,2019,160,Night,Morning
6121,SpiceJet,Kolkata,Banglore,0,3873,2019,155,Morning,Morning
6122,IndiGo,Delhi,Cochin,1,7189,2019,345,Evening,Night
6123,Jet Airways,Kolkata,Banglore,1,13731,2019,1330,Morning,Night
6124,Jet Airways,Kolkata,Banglore,1,14151,2019,1520,Morning,Morning
6125,Air India,Chennai,Kolkata,0,4667,2019,135,Morning,Afternoon
6127,Jet Airways,Kolkata,Banglore,1,11467,2019,1365,Evening,Evening
6128,Vistara,Mumbai,Hyderabad,1,12395,2019,480,Morning,Afternoon
6129,Multiple carriers,Delhi,Cochin,1,7858,2019,460,Evening,Night
6130,IndiGo,Kolkata,Banglore,0,4804,2019,155,Evening,Night
6131,Jet Airways,Kolkata,Banglore,1,13469,2019,800,Evening,Morning
6132,IndiGo,Delhi,Cochin,0,7673,2019,185,Afternoon,Evening
6133,Jet Airways,Kolkata,Banglore,1,14151,2019,1500,Evening,Evening
6134,Jet Airways,Delhi,Cochin,1,10262,2019,1295,Afternoon,Afternoon
6135,Jet Airways,Delhi,Cochin,2,13014,2019,1615,Morning,Afternoon
6136,Jet Airways,Delhi,Cochin,1,12373,2019,360,Afternoon,Evening
6137,Jet Airways,Delhi,Cochin,1,11399,2019,540,Morning,Evening
6138,SpiceJet,Banglore,Delhi,0,3971,2019,170,Morning,Afternoon
6139,Multiple carriers,Delhi,Cochin,1,6007,2019,900,Morning,Evening
6140,Air India,Banglore,New Delhi,1,6383,2019,745,Morning,Night
6141,IndiGo,Banglore,Delhi,0,5740,2019,170,Morning,Morning
6142,SpiceJet,Mumbai,Hyderabad,0,1965,2019,90,Afternoon,Afternoon
6143,Multiple carriers,Delhi,Cochin,2,5935,2019,850,Morning,Evening
6144,IndiGo,Kolkata,Banglore,0,4174,2019,165,Morning,Afternoon
6145,IndiGo,Delhi,Cochin,1,7738,2019,515,Night,Afternoon
6146,Air India,Delhi,Cochin,2,10441,2019,1275,Night,Evening
6147,Air India,Mumbai,Hyderabad,0,3100,2019,80,Evening,Night
6148,Jet Airways,Delhi,Cochin,1,14714,2019,1530,Evening,Evening
6149,Vistara,Kolkata,Banglore,1,9135,2019,1550,Evening,Evening
6150,Air India,Kolkata,Banglore,1,7893,2019,1540,Afternoon,Evening
6151,Jet Airways,Kolkata,Banglore,1,12121,2019,395,Evening,Night
6152,Air India,Delhi,Cochin,0,6094,2019,180,Afternoon,Evening
6153,IndiGo,Banglore,Delhi,0,4423,2019,170,Morning,Afternoon
6154,Jet Airways,Banglore,New Delhi,1,7832,2019,665,Evening,Morning
6155,Vistara,Banglore,Delhi,0,5403,2019,170,Morning,Afternoon
6156,SpiceJet,Kolkata,Banglore,0,3841,2019,145,Morning,Morning
6157,Jet Airways,Delhi,Cochin,2,11093,2019,1060,Morning,Night
6158,Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Night
6159,IndiGo,Banglore,Delhi,0,4823,2019,180,Afternoon,Evening
6160,Jet Airways,Kolkata,Banglore,1,11467,2019,575,Morning,Evening
6161,IndiGo,Kolkata,Banglore,1,6111,2019,330,Morning,Afternoon
6162,Jet Airways,Kolkata,Banglore,1,8066,2019,1075,Evening,Morning
6163,IndiGo,Delhi,Cochin,1,7258,2019,975,Night,Evening
6164,Air India,Delhi,Cochin,0,4729,2019,170,Night,Morning
6165,Multiple carriers,Delhi,Cochin,1,15135,2019,580,Morning,Evening
6166,Air India,Kolkata,Banglore,2,12718,2019,955,Morning,Night
6167,Jet Airways,Mumbai,Hyderabad,0,5678,2019,85,Night,Night
6168,IndiGo,Delhi,Cochin,1,5298,2019,320,Morning,Afternoon
6169,Jet Airways,Banglore,New Delhi,1,14815,2019,785,Morning,Night
6171,SpiceJet,Kolkata,Banglore,0,4491,2019,145,Morning,Morning
6172,Multiple carriers,Delhi,Cochin,1,11421,2019,510,Morning,Evening
6173,Jet Airways,Banglore,New Delhi,1,12284,2019,1420,Morning,Morning
6174,Jet Airways,Banglore,Delhi,0,7229,2019,165,Morning,Morning
6175,IndiGo,Banglore,Delhi,0,4823,2019,175,Morning,Morning
6176,Jet Airways,Delhi,Cochin,1,12898,2019,450,Evening,Night
6177,Multiple carriers,Delhi,Cochin,1,13587,2019,835,Morning,Evening
6178,Jet Airways,Delhi,Cochin,1,12373,2019,1165,Morning,Night
6179,Multiple carriers,Delhi,Cochin,1,5999,2019,910,Morning,Night
6180,Air India,Kolkata,Banglore,2,10907,2019,610,Morning,Evening
6181,Jet Airways,Kolkata,Banglore,1,14151,2019,690,Morning,Evening
6182,IndiGo,Banglore,Delhi,0,4591,2019,170,Night,Night
6183,Jet Airways,Banglore,New Delhi,1,19225,2019,375,Afternoon,Evening
6184,Jet Airways,Kolkata,Banglore,1,9663,2019,1315,Afternoon,Afternoon
6185,Jet Airways,Kolkata,Banglore,1,10844,2019,705,Morning,Evening
6186,Multiple carriers,Delhi,Cochin,1,13727,2019,480,Afternoon,Evening
6187,Jet Airways,Kolkata,Banglore,1,14151,2019,690,Morning,Evening
6188,Jet Airways,Delhi,Cochin,1,10262,2019,1100,Evening,Afternoon
6189,SpiceJet,Kolkata,Banglore,0,3873,2019,145,Morning,Morning
6190,Jet Airways,Delhi,Cochin,2,13014,2019,535,Evening,Night
6191,Air India,Kolkata,Banglore,0,5510,2019,150,Afternoon,Afternoon
6192,Jet Airways,Delhi,Cochin,2,17282,2019,1060,Morning,Night
6193,Multiple carriers,Delhi,Cochin,2,6653,2019,695,Morning,Evening
6194,IndiGo,Delhi,Cochin,1,12214,2019,315,Morning,Afternoon
6195,Air India,Mumbai,Hyderabad,0,3625,2019,90,Afternoon,Afternoon
6196,IndiGo,Banglore,New Delhi,0,6860,2019,180,Morning,Morning
6197,GoAir,Delhi,Cochin,1,3876,2019,540,Morning,Evening
6198,Vistara,Banglore,Delhi,0,5613,2019,165,Evening,Night
6199,Air India,Delhi,Cochin,2,8971,2019,1545,Night,Morning
6200,Jet Airways,Banglore,Delhi,0,4030,2019,180,Evening,Night
6201,IndiGo,Delhi,Cochin,1,8075,2019,635,Afternoon,Night
6202,Multiple carriers,Delhi,Cochin,1,7005,2019,900,Morning,Evening
6203,IndiGo,Kolkata,Banglore,0,4778,2019,165,Night,Night
6204,Vistara,Chennai,Kolkata,0,3687,2019,135,Morning,Morning
6205,Jet Airways,Delhi,Cochin,1,10262,2019,1015,Morning,Night
6207,IndiGo,Delhi,Cochin,1,6979,2019,895,Morning,Night
6208,Multiple carriers,Delhi,Cochin,1,6717,2019,545,Morning,Afternoon
6209,Jet Airways,Banglore,New Delhi,1,16736,2019,845,Morning,Night
6210,Air India,Banglore,New Delhi,1,7192,2019,480,Morning,Evening
6211,IndiGo,Kolkata,Banglore,1,4226,2019,250,Morning,Morning
6212,Multiple carriers,Delhi,Cochin,1,9627,2019,630,Morning,Evening
6213,Jet Airways,Delhi,Cochin,1,4757,2019,1005,Night,Evening
6214,Jet Airways,Kolkata,Banglore,1,14571,2019,510,Afternoon,Night
6215,Air Asia,Kolkata,Banglore,1,5162,2019,220,Morning,Morning
6216,Jet Airways,Kolkata,Banglore,1,10844,2019,1430,Afternoon,Afternoon
6217,SpiceJet,Kolkata,Banglore,0,3815,2019,150,Morning,Morning
6218,Jet Airways,Banglore,New Delhi,1,17261,2019,1310,Morning,Morning
6219,Jet Airways,Banglore,New Delhi,1,16736,2019,615,Evening,Morning
6220,SpiceJet,Kolkata,Banglore,0,3841,2019,145,Morning,Morning
6221,Jet Airways,Kolkata,Banglore,1,10844,2019,400,Afternoon,Evening
6222,IndiGo,Delhi,Cochin,1,6838,2019,615,Morning,Evening
6223,Air India,Kolkata,Banglore,1,6612,2019,1515,Afternoon,Afternoon
6224,Air India,Banglore,New Delhi,0,8851,2019,170,Afternoon,Afternoon
6225,Vistara,Mumbai,Hyderabad,1,12395,2019,670,Morning,Evening
6226,Air Asia,Banglore,Delhi,0,4282,2019,170,Night,Morning
6227,Jet Airways,Kolkata,Banglore,1,14781,2019,800,Evening,Morning
6228,Multiple carriers,Delhi,Cochin,1,9646,2019,765,Morning,Night
6229,IndiGo,Delhi,Cochin,1,6628,2019,630,Afternoon,Night
6230,Vistara,Banglore,Delhi,0,4668,2019,160,Morning,Morning
6231,Multiple carriers,Delhi,Cochin,1,16863,2019,455,Evening,Night
6232,Multiple carriers,Delhi,Cochin,1,12192,2019,720,Morning,Evening
6233,Jet Airways,Delhi,Cochin,1,12719,2019,1570,Night,Night
6234,Jet Airways,Delhi,Cochin,1,12898,2019,885,Evening,Afternoon
6235,Jet Airways,Delhi,Cochin,1,10262,2019,1395,Evening,Evening
6236,SpiceJet,Kolkata,Banglore,1,7804,2019,330,Afternoon,Evening
6237,IndiGo,Kolkata,Banglore,0,4174,2019,155,Night,Morning
6238,IndiGo,Mumbai,Hyderabad,0,2227,2019,95,Evening,Evening
6239,Jet Airways,Banglore,New Delhi,1,11087,2019,610,Night,Morning
6240,Multiple carriers,Delhi,Cochin,1,11667,2019,650,Morning,Evening
6241,Air India,Delhi,Cochin,0,7931,2019,185,Evening,Evening
6242,IndiGo,Chennai,Kolkata,0,5277,2019,140,Night,Night
6243,Jet Airways,Kolkata,Banglore,1,13626,2019,705,Morning,Evening
6244,Jet Airways,Delhi,Cochin,1,12373,2019,610,Evening,Night
6245,Jet Airways,Kolkata,Banglore,1,10031,2019,700,Morning,Evening
6246,Jet Airways,Kolkata,Banglore,1,10844,2019,1695,Afternoon,Evening
6247,GoAir,Delhi,Cochin,1,6591,2019,540,Morning,Evening
6248,Jet Airways,Delhi,Cochin,1,5406,2019,1485,Evening,Evening
6249,Jet Airways,Kolkata,Banglore,1,10844,2019,1150,Evening,Afternoon
6250,SpiceJet,Mumbai,Hyderabad,0,2017,2019,90,Night,Night
6251,Jet Airways,Delhi,Cochin,1,12373,2019,1595,Morning,Afternoon
6252,Air India,Delhi,Cochin,1,8669,2019,735,Morning,Evening
6253,Air Asia,Delhi,Cochin,1,6151,2019,470,Morning,Afternoon
6254,Multiple carriers,Delhi,Cochin,1,10348,2019,765,Morning,Night
6255,Jet Airways,Banglore,New Delhi,0,8016,2019,160,Evening,Night
6256,IndiGo,Banglore,Delhi,0,4823,2019,170,Morning,Morning
6257,Air India,Kolkata,Banglore,0,5510,2019,150,Afternoon,Afternoon
6258,Air India,Mumbai,Hyderabad,0,3100,2019,80,Morning,Morning
6259,Jet Airways,Delhi,Cochin,1,10262,2019,1485,Evening,Evening
6260,Jet Airways,Delhi,Cochin,1,14714,2019,450,Morning,Evening
6261,Jet Airways,Delhi,Cochin,1,10262,2019,540,Morning,Evening
6262,Air India,Banglore,Delhi,0,6961,2019,170,Evening,Evening
6263,IndiGo,Delhi,Cochin,1,6206,2019,480,Evening,Night
6264,Air India,Banglore,New Delhi,2,7904,2019,880,Morning,Night
6265,Jet Airways,Delhi,Cochin,2,12819,2019,1045,Evening,Afternoon
6266,Jet Airways,Delhi,Cochin,1,10262,2019,885,Evening,Afternoon
6267,IndiGo,Banglore,Delhi,0,4591,2019,165,Night,Night
6268,Jet Airways,Delhi,Cochin,2,10368,2019,1615,Morning,Afternoon
6269,Multiple carriers,Delhi,Cochin,1,11142,2019,730,Morning,Evening
6270,Air India,Delhi,Cochin,0,4729,2019,170,Night,Morning
6271,Multiple carriers,Delhi,Cochin,1,9424,2019,750,Afternoon,Night
6272,Multiple carriers,Delhi,Cochin,1,15136,2019,390,Morning,Afternoon
6273,Air India,Delhi,Cochin,2,12199,2019,865,Evening,Morning
6274,Jet Airways,Delhi,Cochin,1,10262,2019,1015,Morning,Night
6275,IndiGo,Delhi,Cochin,0,4729,2019,195,Afternoon,Evening
6276,SpiceJet,Kolkata,Banglore,0,3841,2019,150,Evening,Evening
6277,Jet Airways,Kolkata,Banglore,1,14388,2019,865,Evening,Morning
6278,IndiGo,Mumbai,Hyderabad,0,2754,2019,90,Night,Night
6279,Air India,Banglore,New Delhi,2,12358,2019,1545,Morning,Morning
6280,Air India,Kolkata,Banglore,2,6117,2019,1170,Morning,Night
6281,Jet Airways,Delhi,Cochin,2,15129,2019,1375,Night,Night
6282,Jet Airways,Kolkata,Banglore,1,14388,2019,665,Evening,Morning
6283,Air India,Delhi,Cochin,1,7480,2019,1255,Afternoon,Morning
6284,Multiple carriers,Delhi,Cochin,1,10791,2019,395,Morning,Afternoon
6285,Jet Airways,Delhi,Cochin,1,12452,2019,1280,Morning,Night
6286,IndiGo,Kolkata,Banglore,1,4226,2019,235,Evening,Night
6287,Vistara,Banglore,Delhi,0,5403,2019,170,Evening,Night
6288,Multiple carriers,Delhi,Cochin,1,9646,2019,765,Morning,Night
6289,Air Asia,Banglore,Delhi,0,4282,2019,170,Night,Morning
6290,Multiple carriers,Delhi,Cochin,1,7845,2019,395,Morning,Afternoon
6291,IndiGo,Chennai,Kolkata,0,3384,2019,140,Evening,Evening
6292,IndiGo,Banglore,Delhi,0,4823,2019,175,Evening,Evening
6293,IndiGo,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
6294,Multiple carriers,Delhi,Cochin,1,13587,2019,720,Morning,Evening
6295,Air Asia,Delhi,Cochin,1,13474,2019,865,Afternoon,Morning
6296,IndiGo,Chennai,Kolkata,0,3384,2019,135,Afternoon,Afternoon
6297,Jet Airways,Delhi,Cochin,2,15129,2019,810,Night,Evening
6298,Jet Airways,Kolkata,Banglore,1,8586,2019,1545,Morning,Morning
6299,IndiGo,Banglore,Delhi,0,4591,2019,170,Night,Night
6300,Jet Airways,Delhi,Cochin,2,13882,2019,1490,Morning,Afternoon
6301,Multiple carriers,Delhi,Cochin,1,18286,2019,755,Afternoon,Night
6302,Air Asia,Kolkata,Banglore,1,5192,2019,710,Morning,Evening
6303,Jet Airways,Delhi,Cochin,2,11118,2019,1615,Morning,Afternoon
6304,IndiGo,Delhi,Cochin,1,14871,2019,530,Morning,Afternoon
6305,Air India,Kolkata,Banglore,2,15107,2019,1165,Morning,Night
6306,Air India,Delhi,Cochin,1,8669,2019,735,Morning,Evening
6307,GoAir,Kolkata,Banglore,1,5171,2019,455,Afternoon,Night
6308,Jet Airways,Kolkata,Banglore,1,8529,2019,1170,Afternoon,Afternoon
6309,Jet Airways,Delhi,Cochin,1,7438,2019,320,Night,Night
6310,IndiGo,Delhi,Cochin,1,6206,2019,500,Evening,Night
6311,Air India,Banglore,Delhi,0,7171,2019,165,Evening,Evening
6312,Jet Airways,Kolkata,Banglore,1,14151,2019,1730,Morning,Afternoon
6313,Jet Airways,Kolkata,Banglore,1,14939,2019,800,Evening,Morning
6315,Jet Airways,Delhi,Cochin,2,13882,2019,1140,Morning,Night
6316,Vistara,Kolkata,Banglore,1,9555,2019,1350,Evening,Evening
6317,IndiGo,Kolkata,Banglore,0,4804,2019,155,Evening,Night
6318,Vistara,Chennai,Kolkata,0,6627,2019,135,Morning,Morning
6319,Jet Airways,Kolkata,Banglore,1,8586,2019,330,Morning,Afternoon
6320,IndiGo,Kolkata,Banglore,0,4804,2019,155,Night,Night
6322,Jet Airways,Delhi,Cochin,1,15554,2019,540,Morning,Evening
6323,IndiGo,Delhi,Cochin,1,6838,2019,750,Morning,Evening
6324,IndiGo,Delhi,Cochin,1,8258,2019,265,Morning,Afternoon
6325,GoAir,Delhi,Cochin,1,8213,2019,535,Morning,Evening
6326,Multiple carriers,Delhi,Cochin,1,12192,2019,720,Morning,Evening
6327,Multiple carriers,Delhi,Cochin,1,14848,2019,555,Morning,Evening
6328,IndiGo,Kolkata,Banglore,0,4148,2019,155,Afternoon,Evening
6329,Jet Airways,Kolkata,Banglore,1,10844,2019,960,Evening,Afternoon
6330,Jet Airways,Kolkata,Banglore,1,10844,2019,1660,Evening,Night
6331,Multiple carriers,Delhi,Cochin,1,6795,2019,390,Evening,Night
6332,Jet Airways,Kolkata,Banglore,1,14781,2019,730,Afternoon,Night
6333,IndiGo,Delhi,Cochin,1,6582,2019,315,Morning,Afternoon
6334,SpiceJet,Banglore,Delhi,0,3919,2019,170,Morning,Afternoon
6335,Multiple carriers,Delhi,Cochin,1,9646,2019,765,Morning,Night
6336,SpiceJet,Banglore,New Delhi,1,7744,2019,485,Afternoon,Night
6337,Jet Airways,Delhi,Cochin,2,11733,2019,1615,Morning,Afternoon
6338,Jet Airways,Delhi,Cochin,1,10262,2019,1165,Morning,Night
6339,Jet Airways,Banglore,New Delhi,1,17524,2019,390,Night,Afternoon
6340,SpiceJet,Mumbai,Hyderabad,0,3603,2019,85,Night,Night
6341,Multiple carriers,Delhi,Cochin,1,7564,2019,705,Morning,Evening
6342,Multiple carriers,Delhi,Cochin,1,7005,2019,640,Morning,Evening
6343,IndiGo,Delhi,Cochin,1,14871,2019,985,Morning,Night
6344,Air Asia,Banglore,Delhi,0,4282,2019,170,Night,Morning
6345,Jet Airways,Delhi,Cochin,2,15129,2019,810,Night,Afternoon
6346,Air Asia,Delhi,Cochin,1,6752,2019,340,Afternoon,Night
6347,Air India,Delhi,Cochin,0,6094,2019,230,Afternoon,Evening
6348,IndiGo,Mumbai,Hyderabad,0,3175,2019,90,Afternoon,Evening
6349,Multiple carriers,Delhi,Cochin,1,8266,2019,630,Morning,Evening
6350,GoAir,Banglore,Delhi,0,6722,2019,165,Evening,Night
6351,SpiceJet,Kolkata,Banglore,0,3873,2019,155,Morning,Morning
6352,Air India,Mumbai,Hyderabad,0,2575,2019,90,Afternoon,Afternoon
6353,Multiple carriers,Delhi,Cochin,1,7787,2019,755,Morning,Evening
6354,IndiGo,Delhi,Cochin,1,9257,2019,345,Night,Morning
6355,Jet Airways,Banglore,Delhi,0,4030,2019,185,Evening,Night
6356,SpiceJet,Banglore,Delhi,0,4991,2019,175,Evening,Night
6357,IndiGo,Delhi,Cochin,1,9861,2019,350,Morning,Afternoon
6358,IndiGo,Banglore,New Delhi,1,10406,2019,285,Afternoon,Evening
6359,Jet Airways,Banglore,Delhi,0,7229,2019,175,Afternoon,Evening
6360,Multiple carriers,Delhi,Cochin,1,7670,2019,735,Morning,Evening
6361,Jet Airways,Delhi,Cochin,2,14300,2019,505,Evening,Night
6362,Vistara,Kolkata,Banglore,1,8452,2019,1655,Morning,Morning
6363,SpiceJet,Kolkata,Banglore,0,3873,2019,150,Afternoon,Evening
6364,SpiceJet,Kolkata,Banglore,1,6853,2019,520,Morning,Evening
6365,Jet Airways,Banglore,Delhi,0,7229,2019,175,Morning,Afternoon
6366,Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Night
6367,Jet Airways,Delhi,Cochin,1,14714,2019,1040,Evening,Afternoon
6368,IndiGo,Kolkata,Banglore,0,4804,2019,155,Evening,Evening
6369,IndiGo,Kolkata,Banglore,1,11465,2019,295,Morning,Afternoon
6370,IndiGo,Banglore,Delhi,0,4591,2019,170,Night,Night
6371,IndiGo,Delhi,Cochin,1,6628,2019,975,Morning,Night
6372,IndiGo,Delhi,Cochin,1,8025,2019,345,Night,Morning
6373,Air Asia,Delhi,Cochin,1,6152,2019,470,Morning,Afternoon
6374,IndiGo,Banglore,Delhi,0,3943,2019,170,Morning,Afternoon
6375,Vistara,Kolkata,Banglore,1,9187,2019,1655,Morning,Morning
6376,Vistara,Kolkata,Banglore,1,9187,2019,865,Evening,Morning
6378,Multiple carriers,Delhi,Cochin,1,10276,2019,385,Morning,Afternoon
6379,Multiple carriers,Delhi,Cochin,1,12192,2019,910,Night,Evening
6380,Air Asia,Kolkata,Banglore,1,5554,2019,215,Evening,Night
6381,Air India,Delhi,Cochin,1,6377,2019,735,Morning,Evening
6382,IndiGo,Delhi,Cochin,1,6232,2019,305,Evening,Night
6383,IndiGo,Delhi,Cochin,1,6496,2019,295,Night,Morning
6384,IndiGo,Banglore,Delhi,0,4823,2019,185,Evening,Evening
6385,IndiGo,Kolkata,Banglore,1,6116,2019,220,Evening,Night
6386,Jet Airways,Kolkata,Banglore,1,7757,2019,1335,Evening,Evening
6387,Multiple carriers,Delhi,Cochin,1,8266,2019,630,Morning,Evening
6388,SpiceJet,Kolkata,Banglore,0,3873,2019,155,Morning,Morning
6389,Jet Airways,Kolkata,Banglore,1,11841,2019,775,Evening,Morning
6390,IndiGo,Kolkata,Banglore,0,4804,2019,155,Afternoon,Evening
6391,IndiGo,Banglore,Delhi,0,3943,2019,170,Morning,Afternoon
6392,Multiple carriers,Delhi,Cochin,1,15898,2019,465,Morning,Evening
6393,Jet Airways,Kolkata,Banglore,1,14151,2019,1685,Evening,Evening
6394,Jet Airways,Delhi,Cochin,1,10577,2019,745,Afternoon,Night
